Helység megnevezése,KSH kódja,jogállása,Megye megnevezése,Járás kódja,Járás neve,Járás székhelye,Közös önkormányzati hivatal kódja,Közös önkormányzati hivatal székhelye,Terület  (hektár),Lakó-népesség,Lakások száma
Tiszanagyfalu,27252,község,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,2,Helyben – Locally,2705,1822,695
Tiszanána,7083,község,Heves,1080.0,Hevesi,Heves,2,Helyben – Locally,6814,2480,1041
Tiszaörs,15787,község,Jász-Nagykun-Szolnok,1680.0,Tiszafüredi,Tiszafüred,5,Tiszaszentimre,3710,1349,674
Tiszapalkonya,8633,község,Borsod-Abaúj-Zemplén,680.0,Tiszaújvárosi,Tiszaújváros,2,Helyben – Locally,1349,1417,626
Tiszapüspöki,3373,község,Jász-Nagykun-Szolnok,1690.0,Törökszentmiklósi,Törökszentmiklós,1,–,3745,2039,850
Tiszarád,10205,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,5,Kék,923,551,196
Tiszaroff,20181,község,Jász-Nagykun-Szolnok,1640.0,Kunhegyesi,Kunhegyes,2,Helyben – Locally,5249,1522,836
Tiszasas,21494,község,Jász-Nagykun-Szolnok,1650.0,Kunszentmártoni,Kunszentmárton,2,Helyben – Locally,2879,1017,548
Tiszasüly,17695,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,5,Kőtelek,9177,1466,755
Tiszaszalka,13541,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Csaroda,1495,874,364
Tiszaszentimre,22789,község,Jász-Nagykun-Szolnok,1680.0,Tiszafüredi,Tiszafüred,2,Helyben – Locally,6561,2050,1003
Tiszaszentmárton,27544,község,Szabolcs-Szatmár-Bereg,1600.0,Záhonyi,Záhony,5,Tiszabezdéd,1456,1121,395
Tiszasziget,16966,község,Csongrád,750.0,Szegedi,Szeged,5,Kübekháza,2688,1676,642
Tiszaszőlős,7852,község,Jász-Nagykun-Szolnok,1680.0,Tiszafüredi,Tiszafüred,2,Helyben – Locally,4779,1629,704
Tiszatardos,30298,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,6,Tarcal,893,214,173
Tiszatarján,30377,község,Borsod-Abaúj-Zemplén,590.0,Mezőcsáti,Mezőcsát,2,Helyben – Locally,4039,1424,504
Tiszatelek,14447,község,Szabolcs-Szatmár-Bereg,1510.0,Ibrányi,Ibrány,2,Helyben – Locally,3377,1399,547
Tiszatenyő,9627,község,Jász-Nagykun-Szolnok,1690.0,Törökszentmiklósi,Törökszentmiklós,2,Helyben – Locally,2355,1596,675
Tiszaug,14094,község,Bács-Kiskun,440.0,Tiszakécskei,Tiszakécske,5,Szentkirály,2504,913,418
Tiszaújváros,28352,város,Borsod-Abaúj-Zemplén,681.0,Tiszaújvárosi,Tiszaújváros,1,–,4604,15954,7329
Tiszavalk,10977,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Mezőkövesd,1154,300,176
Tiszavárkony,31866,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,5,Rákóczifalva,3562,1528,729
Tiszavasvári,7597,város,Szabolcs-Szatmár-Bereg,1581.0,Tiszavasvári,Tiszavasvári,1,–,12853,12818,4570
Tiszavid,33747,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Csaroda,1075,562,189
Tisztaberek,27261,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Rozsály,1822,696,231
Tivadar,20260,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Kisar,480,192,92
Tóalmás,21467,község,Pest,1310.0,Nagykátai,Nagykáta,2,Helyben – Locally,3935,3216,1396
Tófalu,9964,község,Heves,1050.0,Füzesabonyi,Füzesabony,5,Kápolna,1448,569,275
Tófej,5342,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Söjtör,1532,715,289
Tófű,4048,község,Baranya,260.0,Komlói,Komló,6,Egyházaskozár,434,110,57
Tokaj,18306,város,Borsod-Abaúj-Zemplén,691.0,Tokaji,Tokaj,2,Helyben – Locally,2820,4282,1685
Tokod,14155,nagyközség,Komárom-Esztergom,1100.0,Esztergomi,Esztergom,1,–,1491,3981,1620
Tokodaltáró,34023,község,Komárom-Esztergom,1100.0,Esztergomi,Esztergom,1,–,527,2836,1064
Tokorcs,9229,község,Vas,1760.0,Celldömölki,Celldömölk,6,Nagysimonyi,640,359,168
Tolcsva,28051,község,Borsod-Abaúj-Zemplén,640.0,Sárospataki,Sárospatak,2,Helyben – Locally,1648,1810,785
Told,25876,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,6,Biharkeresztes,1491,303,130
Tolmács,6381,község,Nógrád,1190.0,Rétsági,Rétság,5,Borsosberény,1221,752,339
Tolna,25274,város,Tolna,1751.0,Tolnai,Tolna,1,–,7107,11080,4518
Tolnanémedi,11031,község,Tolna,1740.0,Tamási,Tamási,2,Helyben – Locally,2195,1048,524
Tomajmonostora,9557,község,Jász-Nagykun-Szolnok,1640.0,Kunhegyesi,Kunhegyes,6,Abádszalók,1376,756,349
Tomor,14890,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Borsodszirák,1289,244,120
Tompa,28486,város,Bács-Kiskun,410.0,Kiskunhalasi,Kiskunhalas,1,–,8157,4413,1955
Tompaládony,12335,község,Vas,1790.0,Sárvári,Sárvár,5,Bő,944,289,158
Tordas,21005,község,Fejér,810.0,Martonvásári,Martonvásár,1,–,1676,2083,685
Tormafölde,4969,község,Zala,1940.0,Lenti,Lenti,6,Lovászi,1886,334,192
Tormás,22424,község,Baranya,250.0,Hegyháti,Sásd,6,Mindszentgodisa,2470,267,124
Tormásliget,34087,község,Vas,1780.0,Kőszegi,Kőszeg,6,Csepreg,753,292,133
Tornabarakony,16902,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Perkupa,819,12,44
Tornakápolna,10375,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Bódvaszilas,402,12,34
Tornanádaska,18801,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Bódvaszilas,783,755,131
Tornaszentandrás,27836,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Bódvaszilas,1565,168,127
Tornaszentjakab,30517,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Bódvaszilas,2822,217,125
Tornyiszentmiklós,32638,község,Zala,1940.0,Lenti,Lenti,6,Lovászi,1854,546,295
Tornyosnémeti,29054,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,5,Hidasnémeti,1406,399,252
Tornyospálca,16957,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,2,Helyben – Locally,4361,2855,953
Torony,29878,község,Vas,1810.0,Szombathelyi,Szombathely,2,Helyben – Locally,1283,1966,701
Torvaj,10153,község,Somogy,1470.0,Tabi,Tab,6,Tab,1142,244,145
Tószeg,7490,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,1,–,5917,4275,1795
Tótkomlós,16434,város,Békés,500.0,Orosházi,Orosháza,1,–,12505,5902,2900
Tótszentgyörgy,26994,község,Baranya,330.0,Szigetvári,Szigetvár,5,Nagydobsza,750,146,70
Tótszentmárton,16382,község,Zala,1950.0,Letenyei,Letenye,6,Tótszerdahely,1017,819,322
Tótszerdahely,25113,község,Zala,1950.0,Letenyei,Letenye,2,Helyben – Locally,1229,1045,430
Tótújfalu,16407,község,Somogy,1400.0,Barcsi,Barcs,6,Darány,1327,192,141
Tótvázsony,2714,község,Veszprém,1910.0,Veszprémi,Veszprém,2,Helyben – Locally,4251,1322,467
Tök,24527,község,Pest,1230.0,Budakeszi,Budakeszi,5,Budajenő,2473,1312,499
Tököl,29823,város,Pest,1360.0,Szigetszentmiklósi,Szigetszentmiklós,1,–,3849,10168,4029
Töltéstava,16674,község,Győr-Moson-Sopron,870.0,Győri,Győr,2,Helyben – Locally,2320,2334,645
Tömörd,5166,község,Vas,1780.0,Kőszegi,Kőszeg,6,Csepreg,1536,285,115
Tömörkény,25900,község,Csongrád,700.0,Csongrádi,Csongrád,2,Helyben – Locally,5391,1701,947
Törökbálint,6859,város,Pest,1270.0,Érdi,Érd,1,–,2940,13385,4763
Törökkoppány,20093,község,Somogy,1470.0,Tabi,Tab,2,Helyben – Locally,2580,425,228
Törökszentmiklós,27313,város,Jász-Nagykun-Szolnok,1691.0,Törökszentmiklósi,Törökszentmiklós,1,–,18516,20323,9006
Törtel,22008,község,Pest,1240.0,Ceglédi,Cegléd,1,–,8416,4340,1888
Töttös,4136,község,Baranya,240.0,Bólyi,Bóly,6,Bóly,2299,564,258
Trizs,4914,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,6,Ragály,1025,214,110
Tunyogmatolcs,13213,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,1,–,2628,2392,941
Tura,9593,város,Pest,1220.0,Aszódi,Aszód,1,–,5592,7689,2966
Túristvándi,13602,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,1522,805,253
Túrkeve,28228,város,Jász-Nagykun-Szolnok,1660.0,Mezőtúri,Mezőtúr,1,–,23652,8563,3991
Túrony,18582,község,Baranya,310.0,Siklósi,Siklós,6,Nagyharsány,940,255,101
Túrricse,8998,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,5,Csaholc,1299,681,224
Tuzsér,9919,nagyközség,Szabolcs-Szatmár-Bereg,1600.0,Záhonyi,Záhony,2,Helyben – Locally,1552,3441,1025
Türje,12609,község,Zala,1980.0,Zalaszentgróti,Zalaszentgrót,2,Helyben – Locally,3823,1582,685
Tüskevár,4631,község,Veszprém,1860.0,Devecseri,Devecser,2,Helyben – Locally,1701,560,269
Tyukod,31398,nagyközség,Szabolcs-Szatmár-Bereg,1490.0,Csengeri,Csenger,2,Helyben – Locally,6218,1985,919
Udvar,4437,község,Baranya,270.0,Mohácsi,Mohács,6,Lánycsók,440,106,67
Udvari,21360,község,Tolna,1740.0,Tamási,Tamási,6,Gyönk,1941,327,148
Ugod,24767,község,Veszprém,1870.0,Pápai,Pápa,2,Helyben – Locally,6279,1341,582
Újbarok,17482,község,Fejér,770.0,Bicskei,Bicske,6,Szár,149,405,181
Újcsanálos,12487,község,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,5,Hernádnémeti,1220,874,333
Újdombrád,33659,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,6,Dombrád,1078,777,217
Újfehértó,26611,város,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,1,–,14088,12607,4819
Újhartyán,6293,város,Pest,1250.0,Dabasi,Dabas,1,–,2243,2702,1089
Újiráz,23393,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,6,Komádi,1547,530,274
Újireg,20561,község,Tolna,1740.0,Tamási,Tamási,6,Nagykónyi,1090,282,137
Újkenéz,10117,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,6,Mezőladány,969,1005,372
Újkér,19673,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,5,Iván,3238,980,444
Újkígyós,2352,város,Békés,460.0,Békéscsabai,Békéscsaba,2,Helyben – Locally,5492,5009,2225
Újlengyel,19682,község,Pest,1250.0,Dabasi,Dabas,2,Helyben – Locally,2625,1695,706
Újléta,20419,község,Hajdú-Bihar,1010.0,Nyíradonyi,Nyíradony,5,Álmosd,3042,1134,428
Újlőrincfalva,27623,község,Heves,1050.0,Füzesabonyi,Füzesabony,6,Poroszló,4808,203,124
Újpetre,6062,község,Baranya,310.0,Siklósi,Siklós,2,Helyben – Locally,1671,957,382
Újrónafő,31839,község,Győr-Moson-Sopron,890.0,Mosonmagyaróvári,Mosonmagyaróvár,6,Jánossomorja,4863,830,320
Újsolt,8785,község,Bács-Kiskun,370.0,Kalocsai,Kalocsa,6,Solt,3298,200,115
Újszalonta,24350,község,Békés,510.0,Sarkadi,Sarkad,5,Méhkerék,2083,122,71
Újszász,15291,város,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,1,–,5820,6054,2530
Újszentiván,14924,község,Csongrád,750.0,Szegedi,Szeged,1,–,1549,1911,625
Újszentmargita,32568,község,Hajdú-Bihar,930.0,Balmazújvárosi,Balmazújváros,6,Balmazújváros,9621,1484,642
Újszilvás,17808,község,Pest,1240.0,Ceglédi,Cegléd,1,–,3898,2581,1193
Újtelek,33604,község,Bács-Kiskun,370.0,Kalocsai,Kalocsa,5,Szakmár,956,349,253
Újtikos,11925,község,Hajdú-Bihar,990.0,Hajdúnánási,Hajdúnánás,5,Hajdúnánás,3529,851,382
Újudvar,32197,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,2,Helyben – Locally,1631,950,372
Újvárfalva,7205,község,Somogy,1430.0,Kaposvári,Kaposvár,5,Somogysárd,1222,300,133
Ukk,23010,község,Veszprém,1880.0,Sümegi,Sümeg,6,Gógánfa,1387,333,172
Und,20792,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,5,Sopronhorpács,679,322,148
Úny,27632,község,Komárom-Esztergom,1100.0,Esztergomi,Esztergom,6,Dág,1158,678,311
Uppony,18351,község,Borsod-Abaúj-Zemplén,620.0,Ózdi,Ózd,5,Borsodbóta,1281,258,200
Ura,28981,község,Szabolcs-Szatmár-Bereg,1490.0,Csengeri,Csenger,6,Tyukod,3234,628,261
Uraiújfalu,21537,község,Vas,1790.0,Sárvári,Sárvár,2,Helyben – Locally,1908,843,386
Úrhida,17622,község,Fejér,850.0,Székesfehérvári,Székesfehérvár,2,Helyben – Locally,725,2456,873
Úri,28644,község,Pest,1310.0,Nagykátai,Nagykáta,1,–,2219,2511,978
Úrkút,20853,község,Veszprém,1830.0,Ajkai,Ajka,1,–,2013,1983,763
Uszka,31820,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Tiszabecs,735,486,110
Uszód,16294,község,Bács-Kiskun,370.0,Kalocsai,Kalocsa,6,Géderlak,2446,958,470
Uzsa,34218,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Lesenceistvánd,1150,301,158
Üllés,21412,nagyközség,Csongrád,740.0,Mórahalmi,Mórahalom,1,–,4993,2960,1476
Üllő,12894,város,Pest,1390.0,Vecsési,Vecsés,1,–,4810,11774,4373
Üröm,11934,község,Pest,1330.0,Pilisvörösvári,Pilisvörösvár,1,–,666,7220,2664
Vác,24934,város,Pest,1381.0,Váci,Vác,1,–,6160,32981,14765
Vácduka,5917,község,Pest,1380.0,Váci,Vác,2,Helyben – Locally,840,1471,494
Vácegres,30331,község,Pest,1220.0,Aszódi,Aszód,5,Galgamácsa,1367,851,315
Váchartyán,19886,község,Pest,1380.0,Váci,Vác,6,Rád,1211,1740,660
Váckisújfalu,5698,község,Pest,1380.0,Váci,Vác,6,Püspökhatvan,1070,439,169
Vácrátót,17668,község,Pest,1380.0,Váci,Vác,5,Sződliget,1809,1886,672
Vácszentlászló,9104,község,Pest,1280.0,Gödöllői,Gödöllő,1,–,2987,2020,764
Vadna,7223,község,Borsod-Abaúj-Zemplén,580.0,Kazincbarcikai,Kazincbarcika,5,Szuhakálló,781,621,233
Vadosfa,6239,község,Győr-Moson-Sopron,880.0,Kapuvári,Kapuvár,6,Mihályi,419,83,46
Vág,2237,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,6,Szil,1403,460,287
Vágáshuta,29151,község,Borsod-Abaúj-Zemplén,650.0,Sátoraljaújhelyi,Sátoraljaújhely,6,Kishuta,205,73,115
Vaja,18591,város,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,2861,3534,1193
Vajdácska,30003,község,Borsod-Abaúj-Zemplén,640.0,Sárospataki,Sárospatak,2,Helyben – Locally,2277,1303,462
Vajszló,28538,nagyközség,Baranya,300.0,Sellyei,Sellye,4,Vajszló,1771,1759,697
Vajta,2459,község,Fejér,840.0,Sárbogárdi,Sárbogárd,5,Cece,2343,912,376
Vál,5829,község,Fejér,810.0,Martonvásári,Martonvásár,2,Helyben – Locally,4048,2398,947
Valkó,17598,nagyközség,Pest,1280.0,Gödöllői,Gödöllő,1,–,3759,2418,831
Valkonya,26268,község,Zala,1950.0,Letenyei,Letenye,6,Becsehely,755,50,46
Vállaj,6938,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,6,Fábiánháza,2227,1146,445
Vállus,10685,község,Zala,1930.0,Keszthelyi,Keszthely,6,Gyenesdiás,2180,127,58
Vámosatya,27322,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Csaroda,2429,591,245
Vámoscsalád,31051,község,Vas,1790.0,Sárvári,Sárvár,6,Uraiújfalu,1178,280,157
Vámosgyörk,14580,község,Heves,1060.0,Gyöngyösi,Gyöngyös,2,Helyben – Locally,2182,1882,789
Vámosmikola,10737,község,Pest,1370.0,Szobi,Szob,6,Kemence,2529,1635,638
Vámosoroszi,8934,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,5,Csaholc,1316,517,183
Vámospércs,8989,város,Hajdú-Bihar,1010.0,Nyíradonyi,Nyíradony,1,–,5820,5322,2109
Vámosújfalu,15149,község,Borsod-Abaúj-Zemplén,640.0,Sárospataki,Sárospatak,5,Tolcsva,1064,716,326
Vámosszabadi,12405,község,Győr-Moson-Sopron,870.0,Győri,Győr,6,Győrladamér,2237,1746,572
Váncsod,16762,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,2,Helyben – Locally,3443,1206,531
Vanyarc,30915,község,Nógrád,1180.0,Pásztói,Pásztó,2,Helyben – Locally,3222,1198,498
Vanyola,21777,község,Veszprém,1870.0,Pápai,Pápa,5,Pápateszér,1951,510,256
Várad,8138,község,Baranya,330.0,Szigetvári,Szigetvár,6,Kétújfalu,793,115,48
Váralja,32850,község,Tolna,1700.0,Bonyhádi,Bonyhád,5,Bonyhád,2112,846,370
Varászló,9274,község,Somogy,1440.0,Marcali,Marcali,6,Nagyszakácsi,1276,151,98
Váraszó,27012,község,Heves,1090.0,Pétervásárai,Pétervására,6,Pétervására,2705,470,230
Várbalog,18412,község,Győr-Moson-Sopron,890.0,Mosonmagyaróvári,Mosonmagyaróvár,6,Jánossomorja,2270,363,248
Varbó,21810,község,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,2,Helyben – Locally,2588,1052,401
Varbóc,10144,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Perkupa,1010,54,61
Várda,26781,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Hetes,1036,450,183
Várdomb,9414,község,Tolna,1730.0,Szekszárdi,Szekszárd,5,Őcsény,955,1084,442
Várfölde,2529,község,Zala,1950.0,Letenyei,Letenye,6,Bánokszentgyörgy,1487,187,101
Varga,28529,község,Baranya,250.0,Hegyháti,Sásd,6,Sásd,836,82,50
Várgesztes,17251,község,Komárom-Esztergom,1150.0,Tatabányai,Tatabánya,6,Vértessomló,1204,544,219
Várkesző,26204,község,Veszprém,1870.0,Pápai,Pápa,6,Marcaltő,641,148,110
Várong,29124,község,Tolna,1710.0,Dombóvári,Dombóvár,6,Dombóvár,663,156,87
Városföld,10667,község,Bács-Kiskun,380.0,Kecskeméti,Kecskemét,1,–,6165,2130,835
Városlőd,7065,község,Veszprém,1830.0,Ajkai,Ajka,2,Helyben – Locally,2227,1302,522
Várpalota,11439,város,Veszprém,1901.0,Várpalotai,Várpalota,1,–,7726,19640,8722
Varsád,6637,község,Tolna,1740.0,Tamási,Tamási,6,Gyönk,2156,344,174
Varsány,29498,község,Nógrád,1210.0,Szécsényi,Szécsény,2,Helyben – Locally,2558,1581,628
Várvölgy,14182,község,Zala,1930.0,Keszthelyi,Keszthely,6,Zalaszántó,2504,1052,452
Vasad,22585,község,Pest,1300.0,Monori,Monor,2,Helyben – Locally,3341,1916,750
Vasalja,2884,község,Vas,1770.0,Körmendi,Körmend,2,Helyben – Locally,1124,331,147
Vásárosbéc,24952,község,Baranya,330.0,Szigetvári,Szigetvár,5,Mozsgó,2401,176,94
Vásárosdombó,2264,község,Baranya,250.0,Hegyháti,Sásd,2,Helyben – Locally,1174,1079,394
Vásárosfalu,17880,község,Győr-Moson-Sopron,880.0,Kapuvári,Kapuvár,6,Beled,420,148,69
Vásárosmiske,9195,község,Vas,1790.0,Sárvári,Sárvár,5,Gérce,1342,350,184
Vásárosnamény,18324,város,Szabolcs-Szatmár-Bereg,1591.0,Vásárosnaményi,Vásárosnamény,2,Helyben – Locally,6566,8766,3346
Vasasszonyfa,20394,község,Vas,1810.0,Szombathelyi,Szombathely,6,Söpte,1065,391,160
Vasboldogasszony,10302,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Nagypáli,1175,589,209
Vasegerszeg,15334,község,Vas,1790.0,Sárvári,Sárvár,6,Uraiújfalu,1272,381,148
Vashosszúfalu,20349,község,Vas,1790.0,Sárvári,Sárvár,6,Gérce,1392,339,207
Vaskeresztes,30702,község,Vas,1810.0,Szombathelyi,Szombathely,6,Pornóapáti,912,358,136
Vaskút,28343,nagyközség,Bács-Kiskun,350.0,Bajai,Baja,2,Helyben – Locally,7149,3347,1384
Vasmegyer,27100,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,5,Kemecse,2272,1684,579
Vaspör,14322,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Bagod,1345,354,205
Vassurány,25982,község,Vas,1810.0,Szombathelyi,Szombathely,6,Söpte,1009,808,280
Vasvár,4695,város,Vas,1821.0,Vasvári,Vasvár,1,–,5510,4229,1923
Vaszar,26648,község,Veszprém,1870.0,Pápai,Pápa,2,Helyben – Locally,3369,1444,647
Vászoly,16656,község,Veszprém,1850.0,Balatonfüredi,Balatonfüred,6,Balatonfüred,855,243,121
Vasszécseny,29373,község,Vas,1810.0,Szombathelyi,Szombathely,2,Helyben – Locally,1795,1337,489
Vasszentmihály,11633,község,Vas,1800.0,Szentgotthárdi,Szentgotthárd,6,Rátót,641,341,168
Vasszilvágy,12104,község,Vas,1810.0,Szombathelyi,Szombathely,6,Söpte,1180,366,169
Vát,2246,község,Vas,1810.0,Szombathelyi,Szombathely,6,Nemesbőd,2327,672,252
Vatta,30076,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Bükkábrány,2334,916,376
Vázsnok,7074,község,Baranya,250.0,Hegyháti,Sásd,6,Sásd,475,139,59
Vécs,5759,község,Heves,1060.0,Gyöngyösi,Gyöngyös,5,Domoszló,2566,612,374
Vecsés,26815,város,Pest,1391.0,Vecsési,Vecsés,1,–,3617,20673,8183
Végegyháza,31228,község,Békés,490.0,Mezőkovácsházai,Mezőkovácsháza,5,Kaszaper,2894,1394,763
Vejti,18519,község,Baranya,300.0,Sellyei,Sellye,6,Hirics,976,169,70
Vékény,24402,község,Baranya,260.0,Komlói,Komló,6,Szászvár,936,141,62
Vekerd,11138,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,6,Furta,741,120,96
Velem,26000,község,Vas,1780.0,Kőszegi,Kőszeg,6,Kőszeg,861,340,169
Velemér,18430,község,Vas,1770.0,Körmendi,Körmend,6,Őriszentpéter,955,74,52
Velence,25016,város,Fejér,800.0,Gárdonyi,Gárdony,1,–,3337,5619,2534
Velény,22071,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,6,Királyegyháza,709,109,60
Véménd,20279,község,Baranya,270.0,Mohácsi,Mohács,6,Palotabozsok,3181,1332,583
Vének,5014,község,Győr-Moson-Sopron,870.0,Győri,Győr,6,Kisbajcs,689,168,79
Vép,26426,város,Vas,1810.0,Szombathelyi,Szombathely,2,Helyben – Locally,3289,3266,1175
Vereb,3498,község,Fejér,800.0,Gárdonyi,Gárdony,6,Kápolnásnyék,2232,762,308
Veresegyház,18342,város,Pest,1280.0,Gödöllői,Gödöllő,1,–,2856,17532,6136
Verőce,33729,község,Pest,1370.0,Szobi,Szob,1,–,2033,3758,1384
Verpelét,24147,város,Heves,1040.0,Egri,Eger,2,Helyben – Locally,5318,3800,1577
Verseg,22488,község,Pest,1220.0,Aszódi,Aszód,6,Kartal,2957,1309,541
Versend,19725,község,Baranya,240.0,Bólyi,Bóly,6,Babarc,1413,932,293
Vértesacsa,2750,község,Fejér,770.0,Bicskei,Bicske,5,Felcsút,3619,1760,719
Vértesboglár,13897,község,Fejér,770.0,Bicskei,Bicske,6,Csákvár,2321,867,361
Vérteskethely,32586,község,Komárom-Esztergom,1110.0,Kisbéri,Kisbér,6,Császár,1746,544,231
Vértessomló,15282,község,Komárom-Esztergom,1150.0,Tatabányai,Tatabánya,2,Helyben – Locally,2229,1301,532
Vértestolna,29629,község,Komárom-Esztergom,1140.0,Tatai,Tata,5,Tardos,1695,478,223
Vértesszőlős,31264,község,Komárom-Esztergom,1150.0,Tatabányai,Tatabánya,1,–,1712,2998,1168
Vése,8183,község,Somogy,1440.0,Marcali,Marcali,6,Nagyszakácsi,4292,743,331
Veszkény,4589,község,Győr-Moson-Sopron,880.0,Kapuvári,Kapuvár,2,Helyben – Locally,1035,941,393
Veszprém,11767,"megyeszékhely, megyei jogú város",Veszprém,1911.0,Veszprémi,Veszprém,2,Helyben – Locally,12690,60392,26587
Veszprémfajsz,21430,község,Veszprém,1910.0,Veszprémi,Veszprém,6,Nemesvámos,1174,259,90
Veszprémgalsa,19336,község,Veszprém,1880.0,Sümegi,Sümeg,6,Csabrendek,871,265,140
Veszprémvarsány,22691,község,Győr-Moson-Sopron,900.0,Pannonhalmi,Pannonhalma,6,Écs,2118,1062,427
Vésztő,29531,város,Békés,530.0,Szeghalmi,Szeghalom,2,Helyben – Locally,12570,6784,2944
Vezseny,21157,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,6,Tiszajenő,2517,609,333
Vid,9502,község,Veszprém,1860.0,Devecseri,Devecser,6,Tüskevár,317,124,63
Vigántpetend,9733,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Monostorapáti,1119,174,112
